class_id,config_types,n_blocks,n_meas,n_contexts,lp_value,lp_status,hit_5_2
1355,14 218 218 218,4,9,24,2.000000000000,0,0
1356,14 218 218 219,4,9,24,2.000000000000,0,0
1357,14 218 218 222,4,9,24,2.000000000000,0,0
1358,14 218 218 230,4,10,36,2.000000000000,0,0
1359,14 218 219,3,7,12,2.000000000000,0,0
1360,14 218 219 219,4,9,24,2.000000000000,0,0
1361,14 218 219 222,4,9,24,2.000000000000,0,0
1362,14 218 219 230,4,10,36,2.000000000000,0,0
1363,14 218 222,3,7,12,2.000000000000,0,0
1364,14 218 222 222,4,9,24,2.000000000000,0,0
1365,14 218 222 230,4,10,36,2.000000000000,0,0
1366,14 218 230,3,8,18,2.000000000000,0,0
1367,14 219 219 222,4,9,24,2.000000000000,0,0
1368,14 219 222,3,7,12,2.000000000000,0,0
1369,14 219 222 222,4,9,24,2.000000000000,0,0
1370,14 219 222 230,4,10,36,2.000000000000,0,0
1371,15 15 74 218,4,10,36,2.000000000000,0,0
1372,15 15 74 219,4,10,36,2.000000000000,0,0
1373,15 15 74 328,4,10,36,2.000000000000,0,0
1374,15 15 74 329,4,10,36,2.000000000000,0,0
1375,15 15 74 347,4,10,36,2.000000000000,0,0
1376,15 15 74 348,4,10,36,2.000000000000,0,0
1377,15 15 79 218,4,10,36,2.000000000000,0,0
1378,15 15 79 219,4,10,36,2.000000000000,0,0
1379,15 15 95 218,4,10,36,2.000000000000,0,0
1380,15 15 97 218,4,10,36,2.000000000000,0,0
1381,15 15 97 348,4,10,36,2.000000000000,0,0
1382,15 15 218 328,4,10,36,2.000000000000,0,0
1383,15 15 218 329,4,10,36,2.000000000000,0,0
1384,15 16 73 218,4,10,36,2.000000000000,0,0
1385,15 16 73 348,4,10,36,2.000000000000,0,0
1386,15 16 74 218,4,10,36,2.000000000000,0,0
1387,15 16 74 219,4,10,36,2.000000000000,0,0
1388,15 16 74 328,4,10,36,2.000000000000,0,0
1389,15 16 74 329,4,10,36,2.000000000000,0,0
1390,15 16 74 348,4,10,36,2.000000000000,0,0
1391,15 16 79 218,4,10,36,2.000000000000,0,0
1392,15 16 79 219,4,10,36,2.000000000000,0,0
1393,15 16 95 218,4,10,36,2.000000000000,0,0
1394,15 16 97 218,4,10,36,2.000000000000,0,0
1395,15 16 98 218,4,10,36,2.000000000000,0,0
1396,15 16 218,3,8,18,2.000000000000,0,0
1397,15 16 218 218,4,10,36,2.000000000000,0,0
1398,15 16 218 219,4,10,36,2.000000000000,0,0
1399,15 16 218 222,4,10,36,2.000000000000,0,0
1400,15 16 219 222,4,10,36,2.000000000000,0,0
1401,15 58 73 328,4,10,36,2.000000000000,0,0
1402,15 58 73 329,4,10,36,2.000000000000,0,0
1403,15 58 74 218,4,10,36,2.000000000000,0,0
1404,15 58 74 219,4,10,36,2.000000000000,0,0
1405,15 58 74 328,4,10,36,2.000000000000,0,0
1406,15 58 74 329,4,10,36,2.000000000000,0,0
1407,15 58 74 347,4,10,36,2.000000000000,0,0
1408,15 58 74 348,4,10,36,2.000000000000,0,0
1409,15 58 79 218,4,10,36,2.000000000000,0,0
1410,15 58 79 219,4,10,36,2.000000000000,0,0
1411,15 58 95 218,4,10,36,2.000000000000,0,0
1412,15 58 95 219,4,10,36,2.000000000000,0,0
1413,15 58 97 218,4,10,36,2.000000000000,0,0
1414,15 58 97 219,4,10,36,2.000000000000,0,0
1415,15 58 97 328,4,10,36,2.000000000000,0,0
1416,15 58 97 329,4,10,36,2.000000000000,0,0
1417,15 58 97 347,4,10,36,2.000000000000,0,0
1418,15 58 97 348,4,10,36,2.000000000000,0,0
1419,15 58 98 328,4,10,36,2.000000000000,0,0
1420,15 58 98 329,4,10,36,2.000000000000,0,0
1421,15 58 218 328,4,10,36,2.000000000000,0,0
1422,15 58 218 329,4,10,36,2.000000000000,0,0
1423,15 58 219 328,4,10,36,2.000000000000,0,0
1424,15 58 219 329,4,10,36,2.000000000000,0,0
1425,15 63 74 218,4,10,36,2.000000000000,0,0
1426,15 63 74 219,4,10,36,2.000000000000,0,0
1427,15 63 74 328,4,10,36,2.000000000000,0,0
1428,15 63 74 329,4,10,36,2.000000000000,0,0
1429,15 63 74 347,4,10,36,2.000000000000,0,0
1430,15 63 74 348,4,10,36,2.000000000000,0,0
1431,15 63 79 218,4,10,36,2.000000000000,0,0
1432,15 63 79 219,4,10,36,2.000000000000,0,0
1433,15 63 79 329,4,10,36,2.000000000000,0,0
1434,15 63 79 347,4,10,36,2.000000000000,0,0
1435,15 63 79 348,4,10,36,2.000000000000,0,0
1436,15 63 95 218,4,10,36,2.000000000000,0,0
1437,15 63 97 218,4,10,36,2.000000000000,0,0
1438,15 64 73 218,4,10,36,2.000000000000,0,0
1439,15 64 73 348,4,10,36,2.000000000000,0,0
1440,15 64 74 218,4,10,36,2.000000000000,0,0
1441,15 64 74 219,4,10,36,2.000000000000,0,0
1442,15 64 74 328,4,10,36,2.000000000000,0,0
1443,15 64 74 329,4,10,36,2.000000000000,0,0
1444,15 64 74 347,4,10,36,2.000000000000,0,0
1445,15 64 74 348,4,10,36,2.000000000000,0,0
1446,15 64 79 218,4,10,36,2.000000000000,0,0
1447,15 64 79 219,4,10,36,2.000000000000,0,0
1448,15 64 95 218,4,10,36,2.000000000000,0,0
1449,15 64 97 218,4,10,36,2.000000000000,0,0
1450,15 64 97 348,4,10,36,2.000000000000,0,0
1451,15 64 98 218,4,10,36,2.000000000000,0,0
1452,15 64 98 348,4,10,36,2.000000000000,0,0
1453,15 64 218,3,8,18,2.000000000000,0,0
1454,15 64 218 218,4,10,36,2.000000000000,0,0
1455,15 64 218 219,4,10,36,2.000000000000,0,0
1456,15 64 218 222,4,10,36,2.000000000000,0,0
1457,15 64 218 328,4,10,36,2.000000000000,0,0
1458,15 64 218 329,4,10,36,2.000000000000,0,0
1459,15 64 218 330,4,10,36,2.000000000000,0,0
1460,15 64 218 347,4,10,36,2.000000000000,0,0
1461,15 64 218 348,4,10,36,2.000000000000,0,0
1462,15 64 218 353,4,10,36,2.000000000000,0,0
1463,15 64 219 222,4,10,36,2.000000000000,0,0
1464,15 64 219 348,4,10,36,2.000000000000,0,0
1465,15 64 219 353,4,10,36,2.000000000000,0,0
1466,15 67 74 218,4,10,36,2.000000000000,0,0
1467,15 67 74 219,4,10,36,2.000000000000,0,0
1468,15 67 74 328,4,10,36,2.000000000000,0,0
1469,15 67 74 329,4,10,36,2.000000000000,0,0
1470,15 67 74 347,4,10,36,2.000000000000,0,0
1471,15 67 74 348,4,10,36,2.000000000000,0,0
1472,15 67 79 218,4,10,36,2.000000000000,0,0
1473,15 67 79 219,4,10,36,2.000000000000,0,0
1474,15 67 79 328,4,10,36,2.000000000000,0,0
1475,15 67 79 329,4,10,36,2.000000000000,0,0
1476,15 67 79 347,4,10,36,2.000000000000,0,0
1477,15 67 79 348,4,10,36,2.000000000000,0,0
1478,15 67 95 218,4,10,36,2.000000000000,0,0
1479,15 67 95 348,4,10,36,2.000000000000,0,0
1480,15 67 97 218,4,10,36,2.000000000000,0,0
1481,15 67 97 348,4,10,36,2.000000000000,0,0
1482,15 67 218 328,4,10,36,2.000000000000,0,0
1483,15 67 218 329,4,10,36,2.000000000000,0,0
1484,15 67 222 328,4,10,36,2.000000000000,0,0
1485,15 67 222 329,4,10,36,2.000000000000,0,0
1486,15 67 328 348,4,10,36,2.000000000000,0,0
1487,15 67 328 353,4,10,36,2.000000000000,0,0
1488,15 67 329 348,4,10,36,2.000000000000,0,0
1489,15 67 329 353,4,10,36,2.000000000000,0,0
1490,15 68 73 328,4,10,36,2.000000000000,0,0
1491,15 68 73 329,4,10,36,2.000000000000,0,0
1492,15 68 74 218,4,10,36,2.000000000000,0,0
1493,15 68 74 219,4,10,36,2.000000000000,0,0
1494,15 68 74 328,4,10,36,2.000000000000,0,0
1495,15 68 74 329,4,10,36,2.000000000000,0,0
1496,15 68 74 347,4,10,36,2.000000000000,0,0
1497,15 68 74 348,4,10,36,2.000000000000,0,0
1498,15 68 79 218,4,10,36,2.000000000000,0,0
1499,15 68 79 219,4,10,36,2.000000000000,0,0
1500,15 68 218 328,4,10,36,2.000000000000,0,0
1501,15 68 218 329,4,10,36,2.000000000000,0,0
1502,15 68 219 329,4,10,36,2.000000000000,0,0
1503,15 73 74 218,4,9,24,2.000000000000,0,0
1504,15 73 74 219,4,9,24,2.000000000000,0,0
1505,15 73 74 328,4,9,24,2.000000000000,0,0
1506,15 73 74 329,4,9,24,2.000000000000,0,0
1507,15 73 74 337,4,10,36,2.000000000000,0,0
1508,15 73 74 347,4,9,24,2.000000000000,0,0
1509,15 73 74 348,4,9,24,2.000000000000,0,0
1510,15 73 74 355,4,10,36,2.000000000000,0,0
1511,15 73 79 218,4,9,24,2.000000000000,0,0
1512,15 73 79 219,4,9,24,2.000000000000,0,0
1513,15 73 79 328,4,9,24,2.000000000000,0,0
1514,15 73 79 329,4,9,24,2.000000000000,0,0
1515,15 73 79 337,4,10,36,2.000000000000,0,0
1516,15 73 79 347,4,9,24,2.000000000000,0,0
1517,15 73 79 348,4,9,24,2.000000000000,0,0
1518,15 73 79 355,4,10,36,2.000000000000,0,0
1519,15 73 95 218,4,9,24,2.000000000000,0,0
1520,15 73 95 348,4,9,24,2.000000000000,0,0
1521,15 73 97 218,4,9,24,2.000000000000,0,0
1522,15 73 97 348,4,9,24,2.000000000000,0,0
1523,15 73 218 230,4,10,36,2.000000000000,0,0
1524,15 73 218 328,4,9,24,2.000000000000,0,0
1525,15 73 218 329,4,9,24,2.000000000000,0,0
1526,15 73 222 328,4,9,24,2.000000000000,0,0
1527,15 73 222 329,4,9,24,2.000000000000,0,0
1528,15 73 230 348,4,10,36,2.000000000000,0,0
1529,15 73 328 348,4,9,24,2.000000000000,0,0
1530,15 73 328 353,4,9,24,2.000000000000,0,0
1531,15 73 329 348,4,9,24,2.000000000000,0,0
1532,15 73 329 353,4,9,24,2.000000000000,0,0
1533,15 74 74 218,4,9,24,2.000000000000,0,0
1534,15 74 74 219,4,9,24,2.000000000000,0,0
1535,15 74 74 328,4,9,24,2.000000000000,0,0
1536,15 74 74 329,4,9,24,2.000000000000,0,0
1537,15 74 74 337,4,10,36,2.000000000000,0,0
1538,15 74 74 347,4,9,24,2.000000000000,0,0
1539,15 74 74 348,4,9,24,2.000000000000,0,0
1540,15 74 74 355,4,10,36,2.000000000000,0,0
1541,15 74 79 218,4,9,24,2.000000000000,0,0
1542,15 74 79 219,4,9,24,2.000000000000,0,0
1543,15 74 79 328,4,9,24,2.000000000000,0,0
1544,15 74 79 329,4,9,24,2.000000000000,0,0
1545,15 74 79 337,4,10,36,2.000000000000,0,0
1546,15 74 79 347,4,9,24,2.000000000000,0,0
1547,15 74 79 348,4,9,24,2.000000000000,0,0
1548,15 74 79 355,4,10,36,2.000000000000,0,0
1549,15 74 81 218,4,10,36,2.000000000000,0,0
1550,15 74 81 219,4,10,36,2.000000000000,0,0
1551,15 74 81 328,4,10,36,2.000000000000,0,0
1552,15 74 81 329,4,10,36,2.000000000000,0,0
1553,15 74 81 347,4,10,36,2.000000000000,0,0
1554,15 74 81 348,4,10,36,2.000000000000,0,0
1555,15 74 95 218,4,9,24,2.000000000000,0,0
1556,15 74 95 219,4,9,24,2.000000000000,0,0
1557,15 74 95 328,4,9,24,2.000000000000,0,0
1558,15 74 95 329,4,9,24,2.000000000000,0,0
1559,15 74 95 337,4,10,36,2.000000000000,0,0
1560,15 74 95 347,4,9,24,2.000000000000,0,0
1561,15 74 95 348,4,9,24,2.000000000000,0,0
1562,15 74 95 355,4,10,36,2.000000000000,0,0
1563,15 74 97 218,4,9,24,2.000000000000,0,0
1564,15 74 97 219,4,9,24,2.000000000000,0,0
1565,15 74 97 328,4,9,24,2.000000000000,0,0
1566,15 74 97 329,4,9,24,2.000000000000,0,0
1567,15 74 97 337,4,10,36,2.000000000000,0,0
1568,15 74 97 347,4,9,24,2.000000000000,0,0
1569,15 74 97 348,4,9,24,2.000000000000,0,0
1570,15 74 97 355,4,10,36,2.000000000000,0,0
1571,15 74 98 218,4,9,24,2.000000000000,0,0
1572,15 74 98 219,4,9,24,2.000000000000,0,0
1573,15 74 98 328,4,9,24,2.000000000000,0,0
1574,15 74 98 329,4,9,24,2.000000000000,0,0
1575,15 74 98 337,4,10,36,2.000000000000,0,0
1576,15 74 98 347,4,9,24,2.000000000000,0,0
1577,15 74 98 348,4,9,24,2.000000000000,0,0
1578,15 74 98 355,4,10,36,2.000000000000,0,0
1579,15 74 218,3,7,12,2.000000000000,0,0
1580,15 74 218 218,4,9,24,2.000000000000,0,0
1581,15 74 218 219,4,9,24,2.000000000000,0,0
1582,15 74 218 222,4,9,24,2.000000000000,0,0
1583,15 74 218 230,4,10,36,2.000000000000,0,0
1584,15 74 218 303,4,10,36,2.000000000000,0,0
1585,15 74 218 328,4,9,24,2.000000000000,0,0
1586,15 74 218 329,4,9,24,2.000000000000,0,0
1587,15 74 218 330,4,9,24,2.000000000000,0,0
1588,15 74 218 342,4,10,36,2.000000000000,0,0
1589,15 74 218 347,4,9,24,2.000000000000,0,0
1590,15 74 218 348,4,9,24,2.000000000000,0,0
1591,15 74 218 353,4,9,24,2.000000000000,0,0
1592,15 74 218 355,4,10,36,2.000000000000,0,0
1593,15 74 219,3,7,12,2.000000000000,0,0
1594,15 74 219 219,4,9,24,2.000000000000,0,0
1595,15 74 219 222,4,9,24,2.000000000000,0,0
1596,15 74 219 230,4,10,36,2.000000000000,0,0
1597,15 74 219 303,4,10,36,2.000000000000,0,0
1598,15 74 219 328,4,9,24,2.000000000000,0,0
1599,15 74 219 329,4,9,24,2.000000000000,0,0
1600,15 74 219 330,4,9,24,2.000000000000,0,0
1601,15 74 219 342,4,10,36,2.000000000000,0,0
1602,15 74 219 347,4,9,24,2.000000000000,0,0
1603,15 74 219 348,4,9,24,2.000000000000,0,0
1604,15 74 219 353,4,9,24,2.000000000000,0,0
1605,15 74 219 355,4,10,36,2.000000000000,0,0
1606,15 74 222 328,4,9,24,2.000000000000,0,0
1607,15 74 222 329,4,9,24,2.000000000000,0,0
1608,15 74 222 347,4,9,24,2.000000000000,0,0
1609,15 74 222 348,4,9,24,2.000000000000,0,0
1610,15 74 222 355,4,10,36,2.000000000000,0,0
1611,15 74 230 328,4,10,36,2.000000000000,0,0
1612,15 74 230 329,4,10,36,2.000000000000,0,0
1613,15 74 230 347,4,10,36,2.000000000000,0,0
1614,15 74 230 348,4,10,36,2.000000000000,0,0
1615,15 74 303 328,4,10,36,2.000000000000,0,0
1616,15 74 303 329,4,10,36,2.000000000000,0,0
1617,15 74 303 347,4,10,36,2.000000000000,0,0
1618,15 74 303 348,4,10,36,2.000000000000,0,0
1619,15 74 328,3,7,12,2.000000000000,0,0
1620,15 74 328 328,4,9,24,2.000000000000,0,0
1621,15 74 328 329,4,9,24,2.000000000000,0,0
1622,15 74 328 330,4,9,24,2.000000000000,0,0
1623,15 74 328 337,4,10,36,2.000000000000,0,0
1624,15 74 328 342,4,10,36,2.000000000000,0,0
1625,15 74 328 347,4,9,24,2.000000000000,0,0
1626,15 74 328 348,4,9,24,2.000000000000,0,0
1627,15 74 328 353,4,9,24,2.000000000000,0,0
1628,15 74 328 355,4,10,36,2.000000000000,0,0
1629,15 74 329,3,7,12,2.000000000000,0,0
1630,15 74 329 329,4,9,24,2.000000000000,0,0
1631,15 74 329 330,4,9,24,2.000000000000,0,0
1632,15 74 329 337,4,10,36,2.000000000000,0,0
1633,15 74 329 342,4,10,36,2.000000000000,0,0
1634,15 74 329 347,4,9,24,2.000000000000,0,0
1635,15 74 329 348,4,9,24,2.000000000000,0,0
1636,15 74 329 353,4,9,24,2.000000000000,0,0
1637,15 74 329 355,4,10,36,2.000000000000,0,0
1638,15 74 330 337,4,10,36,2.000000000000,0,0
1639,15 74 330 347,4,9,24,2.000000000000,0,0
1640,15 74 330 348,4,9,24,2.000000000000,0,0
1641,15 74 330 355,4,10,36,2.000000000000,0,0
1642,15 74 337,3,8,18,2.000000000000,0,0
1643,15 74 342 347,4,10,36,2.000000000000,0,0
1644,15 74 342 348,4,10,36,2.000000000000,0,0
1645,15 74 347,3,7,12,2.000000000000,0,0
1646,15 74 347 347,4,9,24,2.000000000000,0,0
1647,15 74 347 348,4,9,24,2.000000000000,0,0
1648,15 74 347 353,4,9,24,2.000000000000,0,0
1649,15 74 347 355,4,10,36,2.000000000000,0,0
1650,15 74 348,3,7,12,2.000000000000,0,0
1651,15 74 348 348,4,9,24,2.000000000000,0,0
1652,15 74 348 353,4,9,24,2.000000000000,0,0
1653,15 74 348 355,4,10,36,2.000000000000,0,0
1654,15 74 353 355,4,10,36,2.000000000000,0,0
1655,15 74 355,3,8,18,2.000000000000,0,0
1656,15 79 79 218,4,9,24,2.000000000000,0,0
1657,15 79 79 219,4,9,24,2.000000000000,0,0
1658,15 79 81 218,4,10,36,2.000000000000,0,0
1659,15 79 81 219,4,10,36,2.000000000000,0,0
1660,15 79 81 328,4,10,36,2.000000000000,0,0
1661,15 79 81 329,4,10,36,2.000000000000,0,0
1662,15 79 81 347,4,10,36,2.000000000000,0,0
1663,15 79 81 348,4,10,36,2.000000000000,0,0
1664,15 79 95 218,4,9,24,2.000000000000,0,0
1665,15 79 95 219,4,9,24,2.000000000000,0,0
1666,15 79 97 218,4,9,24,2.000000000000,0,0
1667,15 79 97 219,4,9,24,2.000000000000,0,0
1668,15 79 97 328,4,9,24,2.000000000000,0,0
1669,15 79 97 329,4,9,24,2.000000000000,0,0
1670,15 79 97 337,4,10,36,2.000000000000,0,0
1671,15 79 97 347,4,9,24,2.000000000000,0,0
1672,15 79 97 348,4,9,24,2.000000000000,0,0
1673,15 79 97 355,4,10,36,2.000000000000,0,0
1674,15 79 98 218,4,9,24,2.000000000000,0,0
1675,15 79 98 219,4,9,24,2.000000000000,0,0
1676,15 79 98 328,4,9,24,2.000000000000,0,0
1677,15 79 98 329,4,9,24,2.000000000000,0,0
1678,15 79 98 337,4,10,36,2.000000000000,0,0
1679,15 79 98 347,4,9,24,2.000000000000,0,0
1680,15 79 98 348,4,9,24,2.000000000000,0,0
1681,15 79 98 355,4,10,36,2.000000000000,0,0
1682,15 79 218,3,7,12,2.000000000000,0,0
1683,15 79 218 218,4,9,24,2.000000000000,0,0
1684,15 79 218 219,4,9,24,2.000000000000,0,0
1685,15 79 218 222,4,9,24,2.000000000000,0,0
1686,15 79 218 230,4,10,36,2.000000000000,0,0
1687,15 79 218 303,4,10,36,2.000000000000,0,0
1688,15 79 218 328,4,9,24,2.000000000000,0,0
1689,15 79 218 329,4,9,24,2.000000000000,0,0
1690,15 79 218 330,4,9,24,2.000000000000,0,0
1691,15 79 218 347,4,9,24,2.000000000000,0,0
1692,15 79 218 348,4,9,24,2.000000000000,0,0
1693,15 79 218 353,4,9,24,2.000000000000,0,0
1694,15 79 218 355,4,10,36,2.000000000000,0,0
1695,15 79 219,3,7,12,2.000000000000,0,0
1696,15 79 219 219,4,9,24,2.000000000000,0,0
1697,15 79 219 222,4,9,24,2.000000000000,0,0
1698,15 79 219 230,4,10,36,2.000000000000,0,0
1699,15 79 219 303,4,10,36,2.000000000000,0,0
1700,15 79 219 328,4,9,24,2.000000000000,0,0
1701,15 79 219 329,4,9,24,2.000000000000,0,0
1702,15 79 219 330,4,9,24,2.000000000000,0,0
1703,15 79 219 342,4,10,36,2.000000000000,0,0
1704,15 79 219 347,4,9,24,2.000000000000,0,0
1705,15 79 219 348,4,9,24,2.000000000000,0,0
1706,15 79 219 353,4,9,24,2.000000000000,0,0
1707,15 79 219 355,4,10,36,2.000000000000,0,0
1708,15 81 95 218,4,10,36,2.000000000000,0,0
1709,15 81 95 348,4,10,36,2.000000000000,0,0
1710,15 81 97 218,4,10,36,2.000000000000,0,0
1711,15 81 97 348,4,10,36,2.000000000000,0,0
1712,15 81 218 328,4,10,36,2.000000000000,0,0
1713,15 81 218 329,4,10,36,2.000000000000,0,0
1714,15 81 222 328,4,10,36,2.000000000000,0,0
1715,15 81 222 329,4,10,36,2.000000000000,0,0
1716,15 81 328 348,4,10,36,2.000000000000,0,0
1717,15 81 328 353,4,10,36,2.000000000000,0,0
1718,15 81 329 348,4,10,36,2.000000000000,0,0
1719,15 81 329 353,4,10,36,2.000000000000,0,0
1720,15 95 95 218,4,9,24,2.000000000000,0,0
1721,15 95 97 218,4,9,24,2.000000000000,0,0
1722,15 95 97 348,4,9,24,2.000000000000,0,0
1723,15 95 98 218,4,9,24,2.000000000000,0,0
1724,15 95 98 348,4,9,24,2.000000000000,0,0
1725,15 95 218,3,7,12,2.000000000000,0,0
1726,15 95 218 218,4,9,24,2.000000000000,0,0
1727,15 95 218 219,4,9,24,2.000000000000,0,0
1728,15 95 218 222,4,9,24,2.000000000000,0,0
1729,15 95 218 230,4,10,36,2.000000000000,0,0
1730,15 95 218 303,4,10,36,2.000000000000,0,0
1731,15 95 218 328,4,9,24,2.000000000000,0,0
1732,15 95 218 329,4,9,24,2.000000000000,0,0
1733,15 95 218 330,4,9,24,2.000000000000,0,0
1734,15 95 218 337,4,10,36,2.000000000000,0,0
1735,15 95 218 347,4,9,24,2.000000000000,0,0
1736,15 95 218 348,4,9,24,2.000000000000,0,0
1737,15 95 218 353,4,9,24,2.000000000000,0,0
1738,15 95 218 355,4,10,36,2.000000000000,0,0
1739,15 95 219 222,4,9,24,2.000000000000,0,0
1740,15 95 219 348,4,9,24,2.000000000000,0,0
1741,15 95 219 353,4,9,24,2.000000000000,0,0
1742,15 97 97 218,4,9,24,2.000000000000,0,0
1743,15 97 97 348,4,9,24,2.000000000000,0,0
1744,15 97 98 218,4,9,24,2.000000000000,0,0
1745,15 97 98 348,4,9,24,2.000000000000,0,0
1746,15 97 218,3,7,12,2.000000000000,0,0
1747,15 97 218 218,4,9,24,2.000000000000,0,0
1748,15 97 218 219,4,9,24,2.000000000000,0,0
1749,15 97 218 222,4,9,24,2.000000000000,0,0
1750,15 97 218 230,4,10,36,2.000000000000,0,0
1751,15 97 218 303,4,10,36,2.000000000000,0,0
1752,15 97 218 328,4,9,24,2.000000000000,0,0
1753,15 97 218 329,4,9,24,2.000000000000,0,0
1754,15 97 218 330,4,9,24,2.000000000000,0,0
1755,15 97 218 337,4,10,36,2.000000000000,0,0
1756,15 97 218 347,4,9,24,2.000000000000,0,0
1757,15 97 218 348,4,9,24,2.000000000000,0,0
1758,15 97 218 353,4,9,24,2.000000000000,0,0
1759,15 97 218 355,4,10,36,2.000000000000,0,0
1760,15 97 219 222,4,9,24,2.000000000000,0,0
1761,15 97 219 348,4,9,24,2.000000000000,0,0
1762,15 97 219 353,4,9,24,2.000000000000,0,0
1763,15 97 222 328,4,9,24,2.000000000000,0,0
1764,15 97 222 329,4,9,24,2.000000000000,0,0
1765,15 97 222 347,4,9,24,2.000000000000,0,0
1766,15 97 222 348,4,9,24,2.000000000000,0,0
1767,15 97 222 355,4,10,36,2.000000000000,0,0
1768,15 97 230 348,4,10,36,2.000000000000,0,0
1769,15 97 303 348,4,10,36,2.000000000000,0,0
1770,15 97 328 348,4,9,24,2.000000000000,0,0
1771,15 97 328 353,4,9,24,2.000000000000,0,0
1772,15 97 329 348,4,9,24,2.000000000000,0,0
1773,15 97 329 353,4,9,24,2.000000000000,0,0
1774,15 97 330 348,4,9,24,2.000000000000,0,0
1775,15 97 337 348,4,10,36,2.000000000000,0,0
1776,15 97 337 353,4,10,36,2.000000000000,0,0
1777,15 97 342 348,4,10,36,2.000000000000,0,0
1778,15 97 347 348,4,9,24,2.000000000000,0,0
1779,15 97 347 353,4,9,24,2.000000000000,0,0
1780,15 97 348,3,7,12,2.000000000000,0,0
1781,15 97 348 348,4,9,24,2.000000000000,0,0
1782,15 97 348 353,4,9,24,2.000000000000,0,0
1783,15 97 348 355,4,10,36,2.000000000000,0,0
1784,15 97 353 355,4,10,36,2.000000000000,0,0
1785,15 98 218 230,4,10,36,2.000000000000,0,0
1786,15 98 218 328,4,9,24,2.000000000000,0,0
1787,15 98 218 329,4,9,24,2.000000000000,0,0
1788,15 98 222 328,4,9,24,2.000000000000,0,0
1789,15 98 222 329,4,9,24,2.000000000000,0,0
1790,15 98 230 348,4,10,36,2.000000000000,0,0
1791,15 98 328 348,4,9,24,2.000000000000,0,0
1792,15 98 328 353,4,9,24,2.000000000000,0,0
1793,15 98 329 348,4,9,24,2.000000000000,0,0
1794,15 98 329 353,4,9,24,2.000000000000,0,0
1795,15 218 218 230,4,10,36,2.000000000000,0,0
1796,15 218 218 328,4,9,24,2.000000000000,0,0
1797,15 218 218 329,4,9,24,2.000000000000,0,0
1798,15 218 219 230,4,10,36,2.000000000000,0,0
1799,15 218 219 328,4,9,24,2.000000000000,0,0
1800,15 218 219 329,4,9,24,2.000000000000,0,0
1801,15 218 222 230,4,10,36,2.000000000000,0,0
1802,15 218 222 328,4,9,24,2.000000000000,0,0
1803,15 218 222 329,4,9,24,2.000000000000,0,0
1804,15 218 230,3,8,18,2.000000000000,0,0
1805,15 218 230 328,4,10,36,2.000000000000,0,0
1806,15 218 230 329,4,10,36,2.000000000000,0,0
1807,15 218 230 330,4,10,36,2.000000000000,0,0
1808,15 218 230 347,4,10,36,2.000000000000,0,0
1809,15 218 230 348,4,10,36,2.000000000000,0,0
1810,15 218 230 353,4,10,36,2.000000000000,0,0
1811,15 218 303 328,4,10,36,2.000000000000,0,0
1812,15 218 303 329,4,10,36,2.000000000000,0,0
1813,15 218 328,3,7,12,2.000000000000,0,0
1814,15 218 328 328,4,9,24,2.000000000000,0,0
1815,15 218 328 329,4,9,24,2.000000000000,0,0
1816,15 218 328 330,4,9,24,2.000000000000,0,0
1817,15 218 328 347,4,9,24,2.000000000000,0,0
1818,15 218 328 348,4,9,24,2.000000000000,0,0
1819,15 218 328 353,4,9,24,2.000000000000,0,0
1820,15 218 328 355,4,10,36,2.000000000000,0,0
1821,15 218 329,3,7,12,2.000000000000,0,0
1822,15 218 329 329,4,9,24,2.000000000000,0,0
1823,15 218 329 330,4,9,24,2.000000000000,0,0
1824,15 218 329 347,4,9,24,2.000000000000,0,0
1825,15 218 329 348,4,9,24,2.000000000000,0,0
1826,15 218 329 353,4,9,24,2.000000000000,0,0
1827,15 218 329 355,4,10,36,2.000000000000,0,0
1828,15 219 222 230,4,10,36,2.000000000000,0,0
1829,15 219 222 328,4,9,24,2.000000000000,0,0
1830,15 219 222 329,4,9,24,2.000000000000,0,0
1831,15 219 230 348,4,10,36,2.000000000000,0,0
1832,15 219 230 353,4,10,36,2.000000000000,0,0
1833,15 219 328 348,4,9,24,2.000000000000,0,0
1834,15 219 328 353,4,9,24,2.000000000000,0,0
1835,15 219 329 348,4,9,24,2.000000000000,0,0
1836,15 219 329 353,4,9,24,2.000000000000,0,0
1837,58 58 73 328,4,10,36,2.000000000000,0,0
1838,58 58 74 328,4,10,36,2.000000000000,0,0
1839,58 58 74 348,4,10,36,2.000000000000,0,0
1840,58 58 97 218,4,10,36,2.000000000000,0,0
1841,58 58 97 219,4,10,36,2.000000000000,0,0
1842,58 58 97 328,4,10,36,2.000000000000,0,0
1843,58 58 97 329,4,10,36,2.000000000000,0,0
1844,58 58 98 329,4,10,36,2.000000000000,0,0
1845,58 73 73 328,4,9,24,2.000000000000,0,0
1846,58 73 74 328,4,9,24,2.000000000000,0,0
1847,58 73 74 348,4,9,24,2.000000000000,0,0
1848,58 73 79 328,4,9,24,2.000000000000,0,0
1849,58 73 79 348,4,9,24,2.000000000000,0,0
1850,58 73 81 328,4,10,36,2.000000000000,0,0
1851,58 73 95 328,4,9,24,2.000000000000,0,0
1852,58 73 95 348,4,9,24,2.000000000000,0,0
1853,58 73 97 218,4,9,24,2.000000000000,0,0
1854,58 73 97 219,4,9,24,2.000000000000,0,0
